106985, 1
5946, 0
133159, 8
656, 0
15072, 0
6892, 0
20953, 0
6770, 0
36410, 0
2760, 0
46405, 2
35676, 0
344737, 4
3866, 0
58244, 0
6239, 0
1380, 0
12840, 0
1969, 0
233938, 1
96236, 0
4872, 0
24474, 0
5231, 0
44925, 0
15861, 0
11064, 0
23637, 0
22903, 0
126590, 1
83415, 0
5256, 0
21046, 2
151611, 2
39028, 0
12987, 0
5045, 0
3639, 1
22414, 0
13329, 0
10095, 0
2311, 0
60821, 0
722, 0
7046, 0
776, 0
6719, 0
44425, 1
178616, 4
22337, 1
1102, 0
5700, 0
10226, 0
20068, 0
8202, 0
3014, 0
25637, 0
3997, 0
3088, 0
38661, 0
22298, 1
10088, 1
34995, 0
1682, 0
12216, 0
11759, 0
6000, 0
91172, 2
13267, 0
11599, 0
2337, 0
65427, 1
14587, 0
49792, 0
202585, 0
48362, 0
26740, 0
94735, 0
23040, 0
154701, 6
34927, 0
486237, 6
38784, 0
4449, 0
14350, 0
7486, 0
2751, 0
26658, 0
12881, 0
8442, 0
33999, 0
6000, 0
34511, 0
35407, 0
6653, 0
63607, 0
4534, 0
22199, 0
5394, 0
13654, 0
2609, 0
23066, 1
2950, 0
90617, 2
42876, 0
104137, 4
1798, 0
116935, 0
366731, 0
4188, 0
38878, 0
15348, 0
401886, 2
62371, 0
20440, 1
10543, 0
20492, 0
4090, 0
3180, 0
134111, 0
18008, 1
14706, 0
48605, 0
17808, 0
20544, 0
97590, 0
9708, 0
17219, 0
10184, 0
90920, 0
45297, 0
5141, 0
50331, 0
19519, 1
36805, 0
7300, 0
7898, 0
2838, 0
17193, 0
9634, 0
25733, 0
1228, 0
31292, 0
9621, 0
6929, 0
26582, 0
13111, 0
119072, 0
132844, 0
8383, 0
13530, 0
34339, 0
60740, 0
16779, 0
12695, 0
5558, 0
3789, 0
6998, 0
27611, 0
37762, 0
6128, 0
11177, 0
1515, 0
6152, 0
12449, 0
10865, 0
27157, 1
18610, 1
9264, 0
10993, 0
6026, 0
25222, 0
36908, 0
6279, 0
6809, 0
35543, 0
15487, 0
24162, 0
24446, 0
10566, 0
39770, 0
38532, 0
76965, 0
5303, 0
21902, 0
62910, 1
27599, 0
17919, 0
9384, 0
18050, 0
19134, 0
60056, 0
11167, 0
13390, 0
13031, 0
120504, 0
7438, 0
10609, 0
81130, 0
2446, 0
2919, 0
1482, 0
10631, 0
14405, 0
12750, 0
30019, 0
3714, 1
20567, 0
21428, 0
6701, 0
20907, 1
87684, 1
6192, 0
12871, 0
26280, 0
581, 0
492584, 3
31134, 0
113654, 2
10086, 0
21285, 0
7345, 0
3084, 0
48351, 2
6136, 0
58421, 0
75714, 0
1415, 0
15102, 0
1396, 0
3514, 0
48778, 0
21648, 0
60189, 0
10908, 0
6847, 0
1388, 0
179821, 2
28548, 0
831, 0
7393, 0
30015, 0
10574, 0
12816, 0
11836, 0
17532, 0
2409, 0
8687, 0
63826, 0
240786, 1
12355, 0
5170, 0
36207, 0
12082, 0
12682, 0
30258, 2
260053, 0
3482, 0
4579, 0
1.1857e+06, 7
9380, 0
5603, 0
11558, 0
6796, 1
1447, 0
8379, 0
34842, 0
8595, 0
23388, 0
3193, 0
25527, 1
23515, 0
15486, 0
2387, 0
5793, 0
9346, 0
17093, 0
3173, 0
13824, 3
3594, 0
18290, 0
12488, 0
1443, 1
56408, 0
84193, 0
37459, 0
10611, 0
13762, 0
2500, 0
270863, 2
1610, 1
103132, 0
6047, 0
11678, 1
2283, 0
10511, 0
1729, 0
3819, 0
677514, 5
108936, 0
15662, 0
61077, 0
37244, 0
143695, 0
9074, 0
23881, 0
109787, 0
4574, 0
398, 0
3517, 0
171152, 0
2132, 0
4355, 0
45634, 2
6123, 0
11683, 0
6723, 0
2333, 0
9050, 0
5769, 0
22127, 0
52195, 0
8828, 0
126103, 1
196628, 0
138747, 6
9259, 0
36293, 0
407, 0
1283, 0
11835, 0
8000, 0
115306, 1
3038, 0
18335, 0
37860, 0
23009, 0
89043, 0
37331, 0
5072, 0
22151, 0
7763, 0
140157, 0
8652, 0
20860, 0
10429, 0
218254, 1
6990, 0
14911, 0
64781, 0
59909, 0
205573, 5
9142, 0
12278, 0
3890, 0
23562, 0
20821, 0
45863, 0
14832, 1
12744, 0
14909, 0
38265, 0
166543, 1
235877, 0
4276, 0
56350, 0
14827, 0
6354, 0
43016, 1
18625, 1
6889, 1
3296, 0
191027, 0
60701, 0
8301, 0
64617, 3
169200, 0
192565, 2
22880, 1
2910, 0
270734, 0
223123, 1
36843, 0
26210, 0
6912, 0
26147, 0
8153, 0
9297, 0
3910, 0
2334, 0
4924, 0
11564, 0
21358, 0
33694, 0
22575, 0
17674, 0
273, 0
22285, 0
1880, 0
17632, 0
59043, 0
86576, 0
191211, 0
4202, 0
4876, 0
4427, 0
8710, 0
5665, 0
24092, 0
14458, 0
10201, 0
291840, 8
35012, 0
8694, 0
29416, 1
58238, 1
6754, 0
4565, 0
10379, 0
279166, 3
4522, 0
231146, 6
7273, 0
1316, 0
11254, 0
3146, 0
10274, 1
6818, 0
1053, 0
19948, 0
77607, 2
14882, 1
16214, 0
20340, 0
3726, 0
48770, 0
11087, 0
96617, 0
12247, 0
6105, 0
7832, 0
12022, 0
10836, 0
3481, 0
4904, 0
66628, 0
18982, 0
5422, 0
4190, 1
4248, 0
14348, 0
13140, 0
15421, 0
10742, 0
14308, 0
520, 0
4264, 0
14262, 0
6052, 0
28130, 0
10521, 0
14943, 0
6234, 0
29401, 0
2702, 0
8562, 0
3150, 0
60032, 0
33911, 0
13667, 0
2626, 0
7951, 0
113447, 0
16059, 0
31787, 2
5135, 0
38580, 1
9027, 0
116763, 1
2471, 0
2815, 0
2380, 0
244062, 2
10150, 0
9617, 0
50552, 0
16418, 0
14750, 0
3477, 0
86248, 0
712, 0
187945, 0
74459, 0
105336, 0
4720, 0
